195,Nuclear L,,,,inventory_type
196,Proton L,,,,inventory_type
197,Depleted Uranium L,,,,inventory_type
198,Titanium Sabot L,,,,inventory_type
199,Fusion L,,,,inventory_type
200,Phased Plasma L,,,,inventory_type
201,EMP L,,,,inventory_type
202,Mjolnir Cruise Missile,,,,inventory_type
203,Scourge Cruise Missile,,,,inventory_type
204,Inferno Cruise Missile,,,,inventory_type
205,Nova Cruise Missile,,,,inventory_type
206,Nova Heavy Missile,,,,inventory_type
207,Mjolnir Heavy Missile,,,,inventory_type
208,Inferno Heavy Missile,,,,inventory_type
209,Scourge Heavy Missile,,,,inventory_type
210,Scourge Light Missile,,,,inventory_type
211,Inferno Light Missile,,,,inventory_type
212,Mjolnir Light Missile,,,,inventory_type
213,Nova Light Missile,,,,inventory_type
215,Iron Charge S,,,,inventory_type
216,Tungsten Charge S,,,,inventory_type
217,Iridium Charge S,,,,inventory_type
218,Lead Charge S,,,,inventory_type
219,Thorium Charge S,,,,inventory_type
220,Uranium Charge S,,,,inventory_type
221,Plutonium Charge S,,,,inventory_type
222,Antimatter Charge S,,,,inventory_type
223,Iron Charge M,,,,inventory_type
224,Tungsten Charge M,,,,inventory_type
225,Iridium Charge M,,,,inventory_type
226,Lead Charge M,,,,inventory_type
227,Thorium Charge M,,,,inventory_type
228,Uranium Charge M,,,,inventory_type
229,Plutonium Charge M,,,,inventory_type
230,Antimatter Charge M,,,,inventory_type
231,Iron Charge L,,,,inventory_type
232,Tungsten Charge L,,,,inventory_type
233,Iridium Charge L,,,,inventory_type
234,Lead Charge L,,,,inventory_type
235,Thorium Charge L,,,,inventory_type
236,Uranium Charge L,,,,inventory_type
237,Plutonium Charge L,,,,inventory_type
238,Antimatter Charge L,,,,inventory_type
239,Radio S,,,,inventory_type
240,Microwave S,,,,inventory_type
241,Infrared S,,,,inventory_type
242,Standard S,,,,inventory_type
243,Ultraviolet S,,,,inventory_type
244,Xray S,,,,inventory_type
245,Gamma S,,,,inventory_type
246,Multifrequency S,,,,inventory_type
247,Radio M,,,,inventory_type
248,Microwave M,,,,inventory_type
249,Infrared M,,,,inventory_type
250,Standard M,,,,inventory_type
251,Ultraviolet M,,,,inventory_type
252,Xray M,,,,inventory_type
253,Gamma M,,,,inventory_type
254,Multifrequency M,,,,inventory_type
255,Radio L,,,,inventory_type
256,Microwave L,,,,inventory_type
257,Infrared L,,,,inventory_type
258,Standard L,,,,inventory_type
259,Ultraviolet L,,,,inventory_type
260,Xray L,,,,inventory_type
261,Gamma L,,,,inventory_type
262,Multifrequency L,,,,inventory_type
263,Cap Booster 25,,,,inventory_type
264,Cap Booster 50,,,,inventory_type
265,Heavy Defender Missile I,,,,inventory_type
266,Scourge Rocket,,,,inventory_type
267,Scourge Torpedo,,,,inventory_type
269,Mjolnir Auto-Targeting Light Missile I,,,,inventory_type
270,Python Mine,,,,inventory_type
377,Small Shield Extender I,,,,inventory_type
380,Small Shield Extender II,,,,inventory_type
393,Shield Recharger I,,,,inventory_type
394,Shield Recharger II,,,,inventory_type
399,Small Shield Booster I,,,,inventory_type
400,Small Shield Booster II,,,,inventory_type
405,'Micro' Remote Shield Booster,,,,inventory_type
406,Micro Remote Shield Booster II,,,,inventory_type
421,'Basic' Capacitor Recharger,,,,inventory_type
434,5MN Microwarpdrive I,,,,inventory_type
438,1MN Afterburner II,,,,inventory_type
439,1MN Afterburner I,,,,inventory_type
440,5MN Microwarpdrive II,,,,inventory_type
442,Cargo Scanner I,,,,inventory_type
443,Ship Scanner I,,,,inventory_type
444,Survey Scanner I,,,,inventory_type
447,Warp Scrambler I,,,,inventory_type
448,Warp Scrambler II,,,,inventory_type
450,Gatling Pulse Laser I,,,,inventory_type
451,Dual Light Pulse Laser I,,,,inventory_type
452,Dual Light Beam Laser I,,,,inventory_type
453,Small Focused Pulse Laser I,,,,inventory_type
454,Small Focused Beam Laser I,,,,inventory_type
455,Quad Light Beam Laser I,,,,inventory_type
456,Focused Medium Pulse Laser I,,,,inventory_type
457,Focused Medium Beam Laser I,,,,inventory_type
458,Heavy Pulse Laser I,,,,inventory_type
459,Heavy Beam Laser I,,,,inventory_type
460,Dual Heavy Pulse Laser I,,,,inventory_type
461,Dual Heavy Beam Laser I,,,,inventory_type
462,Mega Pulse Laser I,,,,inventory_type
463,Mega Beam Laser I,,,,inventory_type
464,Tachyon Beam Laser I,,,,inventory_type
482,Miner II,,,,inventory_type
483,Miner I,,,,inventory_type
484,125mm Gatling AutoCannon I,,,,inventory_type
485,150mm Light AutoCannon I,,,,inventory_type
486,200mm AutoCannon I,,,,inventory_type
487,250mm Light Artillery Cannon I,,,,inventory_type
488,280mm Howitzer Artillery I,,,,inventory_type
489,Dual 180mm AutoCannon I,,,,inventory_type
490,220mm Vulcan AutoCannon I,,,,inventory_type
491,425mm AutoCannon I,,,,inventory_type
492,650mm Artillery Cannon I,,,,inventory_type
493,720mm Howitzer Artillery I,,,,inventory_type
494,Dual 425mm AutoCannon I,,,,inventory_type
495,Dual 650mm Repeating Cannon I,,,,inventory_type
496,800mm Repeating Cannon I,,,,inventory_type
497,1200mm Artillery Cannon I,,,,inventory_type
498,1400mm Howitzer Artillery I,,,,inventory_type
499,Light Missile Launcher I,,,,inventory_type
501,Heavy Missile Launcher I,,,,inventory_type
503,Torpedo Launcher I,,,,inventory_type
506,'Basic' Capacitor Power Relay,,,,inventory_type
508,'Basic' Shield Flux Coil,,,,inventory_type
509,'Basic' Capacitor Flux Coil,,,,inventory_type
518,'Basic' Gyrostabilizer,,,,inventory_type
519,Gyrostabilizer II,,,,inventory_type
520,Gyrostabilizer I,,,,inventory_type
521,'Basic' Damage Control,,,,inventory_type
522,'Micro' Cap Battery,,,,inventory_type
523,Small Armor Repairer I,,,,inventory_type
524,Small Hull Repairer I,,,,inventory_type
526,Stasis Webifier I,,,,inventory_type
527,Stasis Webifier II,,,,inventory_type
529,Small Remote Capacitor Transmitter I,,,,inventory_type
530,Small Energy Nosferatu I,,,,inventory_type
533,Small Energy Neutralizer I,,,,inventory_type
561,75mm Gatling Rail I,,,,inventory_type
562,Light Electron Blaster I,,,,inventory_type
563,Light Ion Blaster I,,,,inventory_type
564,Light Neutron Blaster I,,,,inventory_type
565,150mm Railgun I,,,,inventory_type
566,Heavy Electron Blaster I,,,,inventory_type
567,Dual 150mm Railgun I,,,,inventory_type
568,Heavy Neutron Blaster I,,,,inventory_type
569,Heavy Ion Blaster I,,,,inventory_type
570,250mm Railgun I,,,,inventory_type
571,Electron Blaster Cannon I,,,,inventory_type
572,Dual 250mm Railgun I,,,,inventory_type
573,Neutron Blaster Cannon I,,,,inventory_type
574,425mm Railgun I,,,,inventory_type
575,Ion Blaster Cannon I,,,,inventory_type
577,Medium Capacitor Booster I,,,,inventory_type
578,Multispectrum Shield Hardener I,,,,inventory_type
580,Burst Jammer I,,,,inventory_type
581,Passive Targeter I,,,,inventory_type
582,Bantam,,,,inventory_type
583,Condor,,,,inventory_type
584,Griffin,,,,inventory_type
585,Slasher,,,,inventory_type
586,Probe,,,,inventory_type
587,Rifter,,,,inventory_type
588,Reaper,,,,inventory_type
589,Executioner,,,,inventory_type
590,Inquisitor,,,,inventory_type
591,Tormentor,,,,inventory_type
592,Navitas,,,,inventory_type
593,Tristan,,,,inventory_type
594,Incursus,,,,inventory_type
595,Gallente Police Ship,,,,inventory_type
596,Impairor,,,,inventory_type
597,Punisher,,,,inventory_type
598,Breacher,,,,inventory_type
599,Burst,,,,inventory_type
600,Minmatar Peacekeeper Ship,,,,inventory_type
601,Ibis,,,,inventory_type
602,Kestrel,,,,inventory_type
603,Merlin,,,,inventory_type
605,Heron,,,,inventory_type
606,Velator,,,,inventory_type
607,Imicus,,,,inventory_type
608,Atron,,,,inventory_type
609,Maulus,,,,inventory_type
613,Devourer,,,,inventory_type
614,Fury,,,,inventory_type
615,Immolator,,,,inventory_type
616,Medusa,,,,inventory_type
617,Echo,,,,inventory_type
618,Lynx,,,,inventory_type
619,Swordspine,,,,inventory_type
620,Osprey,,,,inventory_type
621,Caracal,,,,inventory_type
622,Stabber,,,,inventory_type
623,Moa,,,,inventory_type
624,Maller,,,,inventory_type
625,Augoror,,,,inventory_type
626,Vexor,,,,inventory_type
627,Thorax,,,,inventory_type
628,Arbitrator,,,,inventory_type
629,Rupture,,,,inventory_type
630,Bellicose,,,,inventory_type
631,Scythe,,,,inventory_type
632,Blackbird,,,,inventory_type
633,Celestis,,,,inventory_type
634,Exequror,,,,inventory_type
635,Opux Luxury Yacht,,,,inventory_type
638,Raven,,,,inventory_type
639,Tempest,,,,inventory_type
640,Scorpion,,,,inventory_type
641,Megathron,,,,inventory_type
642,Apocalypse,,,,inventory_type
643,Armageddon,,,,inventory_type
644,Typhoon,,,,inventory_type
645,Dominix,,,,inventory_type
648,Badger,,,,inventory_type
649,Tayra,,,,inventory_type
650,Nereus,,,,inventory_type
651,Hoarder,,,,inventory_type
652,Mammoth,,,,inventory_type
653,Wreathe,,,,inventory_type
654,Kryos,,,,inventory_type
655,Epithal,,,,inventory_type
656,Miasmos,,,,inventory_type
657,Iteron Mark V,,,,inventory_type
670,Capsule,,,,inventory_type
671,Erebus,,,,inventory_type
672,Caldari Shuttle,,,,inventory_type
681,Clone Grade Beta Blueprint,,,,inventory_type
682,Clone Grade Gamma Blueprint,,,,inventory_type
683,Bantam Blueprint,,,,inventory_type
684,Condor Blueprint,,,,inventory_type
685,Griffin Blueprint,,,,inventory_type
686,Osprey Blueprint,,,,inventory_type
687,Caracal Blueprint,,,,inventory_type
688,Raven Blueprint,,,,inventory_type
689,Slasher Blueprint,,,,inventory_type
690,Probe Blueprint,,,,inventory_type
691,Rifter Blueprint,,,,inventory_type
692,Stabber Blueprint,,,,inventory_type
693,Tempest Blueprint,,,,inventory_type
784,Miner II Blueprint,,,,inventory_type
785,Miner I Blueprint,,,,inventory_type
786,Light Missile Launcher I Blueprint,,,,inventory_type
788,Heavy Missile Launcher I Blueprint,,,,inventory_type
790,Torpedo Launcher I Blueprint,,,,inventory_type
803,Mjolnir Cruise Missile Blueprint,,,,inventory_type
804,Scourge Cruise Missile Blueprint,,,,inventory_type
805,Inferno Cruise Missile Blueprint,,,,inventory_type
806,Nova Cruise Missile Blueprint,,,,inventory_type
807,Nova Heavy Missile Blueprint,,,,inventory_type
808,Mjolnir Heavy Missile Blueprint,,,,inventory_type
809,Inferno Heavy Missile Blueprint,,,,inventory_type
810,Scourge Heavy Missile Blueprint,,,,inventory_type
811,Scourge Light Missile Blueprint,,,,inventory_type
812,Inferno Light Missile Blueprint,,,,inventory_type
813,Mjolnir Light Missile Blueprint,,,,inventory_type
814,Nova Light Missile Blueprint,,,,inventory_type
819,125mm Gatling AutoCannon I Blueprint,,,,inventory_type
820,150mm Light AutoCannon I Blueprint,,,,inventory_type
821,200mm AutoCannon I Blueprint,,,,inventory_type
822,250mm Light Artillery Cannon I Blueprint,,,,inventory_type
823,280mm Howitzer Artillery I Blueprint,,,,inventory_type
824,Dual 180mm AutoCannon I Blueprint,,,,inventory_type
825,220mm Vulcan AutoCannon I Blueprint,,,,inventory_type
826,425mm AutoCannon I Blueprint,,,,inventory_type
827,650mm Artillery Cannon I Blueprint,,,,inventory_type
828,720mm Howitzer Artillery I Blueprint,,,,inventory_type
829,Dual 425mm AutoCannon I Blueprint,,,,inventory_type
830,Dual 650mm Repeating Cannon I Blueprint,,,,inventory_type
831,800mm Repeating Cannon I Blueprint,,,,inventory_type
832,1200mm Artillery Cannon I Blueprint,,,,inventory_type
833,1400mm Howitzer Artillery I Blueprint,,,,inventory_type
834,Gatling Pulse Laser I Blueprint,,,,inventory_type
835,Dual Light Pulse Laser I Blueprint,,,,inventory_type
836,Dual Light Beam Laser I Blueprint,,,,inventory_type
837,Small Focused Pulse Laser I Blueprint,,,,inventory_type
838,Small Focused Beam Laser I Blueprint,,,,inventory_type
839,Quad Light Beam Laser I Blueprint,,,,inventory_type
840,Focused Medium Pulse Laser I Blueprint,,,,inventory_type
841,Focused Medium Beam Laser I Blueprint,,,,inventory_type
842,Heavy Pulse Laser I Blueprint,,,,inventory_type
843,Heavy Beam Laser I Blueprint,,,,inventory_type
844,Dual Heavy Pulse Laser I Blueprint,,,,inventory_type
845,Dual Heavy Beam Laser I Blueprint,,,,inventory_type
846,Mega Pulse Laser I Blueprint,,,,inventory_type
847,Mega Beam Laser I Blueprint,,,,inventory_type
848,Tachyon Beam Laser I Blueprint,,,,inventory_type
879,Carbonized Lead S Blueprint,,,,inventory_type
880,Nuclear S Blueprint,,,,inventory_type
881,Proton S Blueprint,,,,inventory_type
882,Depleted Uranium S Blueprint,,,,inventory_type
883,Titanium Sabot S Blueprint,,,,inventory_type
884,Fusion S Blueprint,,,,inventory_type
885,Phased Plasma S Blueprint,,,,inventory_type
886,EMP S Blueprint,,,,inventory_type
887,Carbonized Lead M Blueprint,,,,inventory_type
888,Nuclear M Blueprint,,,,inventory_type
889,Proton M Blueprint,,,,inventory_type
890,Depleted Uranium M Blueprint,,,,inventory_type
891,Titanium Sabot M Blueprint,,,,inventory_type
892,Fusion M Blueprint,,,,inventory_type
893,Phased Plasma M Blueprint,,,,inventory_type
894,EMP M Blueprint,,,,inventory_type
895,Carbonized Lead L Blueprint,,,,inventory_type
896,Nuclear L Blueprint,,,,inventory_type
897,Proton L Blueprint,,,,inventory_type
898,Depleted Uranium L Blueprint,,,,inventory_type
899,Titanium Sabot L Blueprint,,,,inventory_type
900,Fusion L Blueprint,,,,inventory_type
901,Phased Plasma L Blueprint,,,,inventory_type
902,EMP L Blueprint,,,,inventory_type
935,Reaper Blueprint,,,,inventory_type
936,Executioner Blueprint,,,,inventory_type
937,Inquisitor Blueprint,,,,inventory_type
938,Tormentor Blueprint,,,,inventory_type
939,Navitas Blueprint,,,,inventory_type
940,Tristan Blueprint,,,,inventory_type
941,Incursus Blueprint,,,,inventory_type
943,Impairor Blueprint,,,,inventory_type
944,Punisher Blueprint,,,,inventory_type
945,Breacher Blueprint,,,,inventory_type
946,Burst Blueprint,,,,inventory_type
947,Minmatar Peacekeeper Ship Blueprint,,,,inventory_type
948,Ibis Blueprint,,,,inventory_type
949,Kestrel Blueprint,,,,inventory_type
950,Merlin Blueprint,,,,inventory_type
952,Heron Blueprint,,,,inventory_type
953,Velator Blueprint,,,,inventory_type
954,Imicus Blueprint,,,,inventory_type
955,Atron Blueprint,,,,inventory_type
956,Maulus Blueprint,,,,inventory_type
960,Devourer Blueprint,,,,inventory_type
961,Fury Blueprint,,,,inventory_type
962,Immolator Blueprint,,,,inventory_type
963,Medusa Blueprint,,,,inventory_type
964,Echo Blueprint,,,,inventory_type
965,Lynx Blueprint,,,,inventory_type
966,Swordspine Blueprint,,,,inventory_type
967,Caldari Shuttle Blueprint,,,,inventory_type
968,Moa Blueprint,,,,inventory_type
969,Maller Blueprint,,,,inventory_type
970,Augoror Blueprint,,,,inventory_type
971,Vexor Blueprint,,,,inventory_type
972,Thorax Blueprint,,,,inventory_type
973,Arbitrator Blueprint,,,,inventory_type
974,Rupture Blueprint,,,,inventory_type
975,Bellicose Blueprint,,,,inventory_type
976,Scythe Blueprint,,,,inventory_type
977,Blackbird Blueprint,,,,inventory_type
978,Celestis Blueprint,,,,inventory_type
979,Exequror Blueprint,,,,inventory_type
983,Badger Blueprint,,,,inventory_type
984,Tayra Blueprint,,,,inventory_type
985,Nereus Blueprint,,,,inventory_type
986,Hoarder Blueprint,,,,inventory_type
987,Mammoth Blueprint,,,,inventory_type
988,Wreathe Blueprint,,,,inventory_type
989,Kryos Blueprint,,,,inventory_type
990,Epithal Blueprint,,,,inventory_type
991,Miasmos Blueprint,,,,inventory_type
992,Iteron Mark V Blueprint,,,,inventory_type
994,Scorpion Blueprint,,,,inventory_type
995,Megathron Blueprint,,,,inventory_type
996,Apocalypse Blueprint,,,,inventory_type
997,Armageddon Blueprint,,,,inventory_type
998,Typhoon Blueprint,,,,inventory_type
999,Dominix Blueprint,,,,inventory_type
1002,Erebus Blueprint,,,,inventory_type
1010,Small Shield Extender I Blueprint,,,,inventory_type
1013,Small Shield Extender II Blueprint,,,,inventory_type
1026,Shield Recharger I Blueprint,,,,inventory_type
1027,Shield Recharger II Blueprint,,,,inventory_type
1032,Small Shield Booster I Blueprint,,,,inventory_type
1033,Small Shield Booster II Blueprint,,,,inventory_type
1067,5MN Microwarpdrive I Blueprint,,,,inventory_type
1071,1MN Afterburner II Blueprint,,,,inventory_type
1072,1MN Afterburner I Blueprint,,,,inventory_type
1073,5MN Microwarpdrive II Blueprint,,,,inventory_type
1074,Cargo Scanner I Blueprint,,,,inventory_type
1075,Ship Scanner I Blueprint,,,,inventory_type
1076,Survey Scanner I Blueprint,,,,inventory_type
1079,Warp Scrambler I Blueprint,,,,inventory_type
1080,Warp Scrambler II Blueprint,,,,inventory_type
1095,Gyrostabilizer II Blueprint,,,,inventory_type
1096,Gyrostabilizer I Blueprint,,,,inventory_type
1099,Small Armor Repairer I Blueprint,,,,inventory_type
1100,Small Hull Repairer I Blueprint,,,,inventory_type
1102,Stasis Webifier I Blueprint,,,,inventory_type
1103,Stasis Webifier II Blueprint,,,,inventory_type
1105,Small Remote Capacitor Transmitter I Blueprint,,,,inventory_type
1106,Small Energy Nosferatu I Blueprint,,,,inventory_type
1109,Small Energy Neutralizer I Blueprint,,,,inventory_type
1112,75mm Gatling Rail I Blueprint,,,,inventory_type
1113,Light Electron Blaster I Blueprint,,,,inventory_type
1114,Light Ion Blaster I Blueprint,,,,inventory_type
1115,Light Neutron Blaster I Blueprint,,,,inventory_type
1116,150mm Railgun I Blueprint,,,,inventory_type
1117,Heavy Electron Blaster I Blueprint,,,,inventory_type
1118,Dual 150mm Railgun I Blueprint,,,,inventory_type
1119,Heavy Neutron Blaster I Blueprint,,,,inventory_type
1120,Heavy Ion Blaster I Blueprint,,,,inventory_type
1121,250mm Railgun I Blueprint,,,,inventory_type
1122,Electron Blaster Cannon I Blueprint,,,,inventory_type
1123,Dual 250mm Railgun I Blueprint,,,,inventory_type
1124,Neutron Blaster Cannon I Blueprint,,,,inventory_type
1125,425mm Railgun I Blueprint,,,,inventory_type
1126,Ion Blaster Cannon I Blueprint,,,,inventory_type
1128,Medium Capacitor Booster I Blueprint,,,,inventory_type
1129,Multispectrum Shield Hardener I Blueprint,,,,inventory_type
1130,Iron Charge S Blueprint,,,,inventory_type
1131,Tungsten Charge S Blueprint,,,,inventory_type
1132,Iridium Charge S Blueprint,,,,inventory_type
1133,Lead Charge S Blueprint,,,,inventory_type
1134,Thorium Charge S Blueprint,,,,inventory_type
1135,Uranium Charge S Blueprint,,,,inventory_type
1136,Plutonium Charge S Blueprint,,,,inventory_type
1137,Antimatter Charge S Blueprint,,,,inventory_type
1138,Iron Charge M Blueprint,,,,inventory_type
1139,Tungsten Charge M Blueprint,,,,inventory_type
1140,Iridium Charge M Blueprint,,,,inventory_type
1141,Lead Charge M Blueprint,,,,inventory_type
1142,Thorium Charge M Blueprint,,,,inventory_type
1143,Uranium Charge M Blueprint,,,,inventory_type
1144,Plutonium Charge M Blueprint,,,,inventory_type
1145,Antimatter Charge M Blueprint,,,,inventory_type
1146,Iron Charge L Blueprint,,,,inventory_type
1147,Tungsten Charge L Blueprint,,,,inventory_type
1148,Iridium Charge L Blueprint,,,,inventory_type
1149,Lead Charge L Blueprint,,,,inventory_type
1150,Thorium Charge L Blueprint,,,,inventory_type
1151,Uranium Charge L Blueprint,,,,inventory_type
1152,Plutonium Charge L Blueprint,,,,inventory_type
1153,Antimatter Charge L Blueprint,,,,inventory_type
1154,Radio S Blueprint,,,,inventory_type
1155,Microwave S Blueprint,,,,inventory_type
1156,Infrared S Blueprint,,,,inventory_type
1157,Standard S Blueprint,,,,inventory_type
1158,Ultraviolet S Blueprint,,,,inventory_type
1159,Xray S Blueprint,,,,inventory_type
1160,Gamma S Blueprint,,,,inventory_type
1161,Multifrequency S Blueprint,,,,inventory_type
1162,Radio M Blueprint,,,,inventory_type
1163,Microwave M Blueprint,,,,inventory_type
1164,Infrared M Blueprint,,,,inventory_type
1165,Standard M Blueprint,,,,inventory_type
1166,Ultraviolet M Blueprint,,,,inventory_type
1167,Xray M Blueprint,,,,inventory_type
1168,Gamma M Blueprint,,,,inventory_type
1169,Multifrequency M Blueprint,,,,inventory_type
1170,Radio L Blueprint,,,,inventory_type
1171,Microwave L Blueprint,,,,inventory_type
1172,Infrared L Blueprint,,,,inventory_type
1173,Standard L Blueprint,,,,inventory_type
1174,Ultraviolet L Blueprint,,,,inventory_type
1175,Xray L Blueprint,,,,inventory_type
1176,Gamma L Blueprint,,,,inventory_type
1177,Multifrequency L Blueprint,,,,inventory_type
1178,Cap Booster 25 Blueprint,,,,inventory_type
1179,Cap Booster 50 Blueprint,,,,inventory_type
1182,Auto Targeting System I,,,,inventory_type
1183,Small Armor Repairer II,,,,inventory_type
1184,Small Armor Repairer II Blueprint,,,,inventory_type
1185,Small Cap Battery I,,,,inventory_type
1186,Small Cap Battery I Blueprint,,,,inventory_type
1190,Small Remote Capacitor Transmitter II,,,,inventory_type
1191,Small Remote Capacitor Transmitter II Blueprint,,,,inventory_type
1192,'Basic' Overdrive Injector System,,,,inventory_type
1193,'Basic' EM Coating,,,,inventory_type
1194,Amarr Sentry Gun,,,,inventory_type
1195,Cap Recharger I,,,,inventory_type
1196,Cap Recharger I Blueprint,,,,inventory_type
1197,EM Coating I,,,,inventory_type
1198,EM Coating II,,,,inventory_type
1201,Wasp I,,,,inventory_type
1202,Civilian Mining Drone,,,,inventory_type
1204,EM Coating I Blueprint,,,,inventory_type
1205,EM Coating II Blueprint,,,,inventory_type
1208,Auto Targeting System I Blueprint,,,,inventory_type
1210,Burst Jammer I Blueprint,,,,inventory_type
1212,Passive Targeter I Blueprint,,,,inventory_type
1214,Wasp I Blueprint,,,,inventory_type
1216,Mjolnir Auto-Targeting Light Missile I Blueprint,,,,inventory_type
1217,Python Mine Blueprint,,,,inventory_type
1218,Civilian Mining Drone Blueprint,,,,inventory_type
1220,Scourge Rocket Blueprint,,,,inventory_type
1221,Scourge Torpedo Blueprint,,,,inventory_type
1223,Bistot,,,,inventory_type
1224,Pyroxeres,,,,inventory_type
1225,Crokite,,,,inventory_type
1226,Jaspet,,,,inventory_type
1227,Omber,,,,inventory_type
1228,Scordite,,,,inventory_type
1229,Gneiss,,,,inventory_type
1230,Veldspar,,,,inventory_type
1231,Hemorphite,,,,inventory_type
1232,Dark Ochre,,,,inventory_type
1233,Polaris Enigma Frigate,,,,inventory_type
1236,Overdrive Injector System II,,,,inventory_type
1237,Overdrive Injector System II Blueprint,,,,inventory_type
1240,'Basic' Reinforced Bulkheads,,,,inventory_type
1242,'Basic' Nanofiber Internal Structure,,,,inventory_type
1244,Overdrive Injector System I,,,,inventory_type
1245,Overdrive Injector System I Blueprint,,,,inventory_type
1246,Capacitor Flux Coil I,,,,inventory_type
1247,Capacitor Flux Coil I Blueprint,,,,inventory_type
1248,Capacitor Flux Coil II,,,,inventory_type
1249,Capacitor Flux Coil II Blueprint,,,,inventory_type
1254,Shield Flux Coil I,,,,inventory_type
1255,Shield Flux Coil I Blueprint,,,,inventory_type
1256,Shield Flux Coil II,,,,inventory_type
1257,Shield Flux Coil II Blueprint,,,,inventory_type
1262,'Basic' Explosive Coating,,,,inventory_type
1264,Explosive Coating I,,,,inventory_type
1265,Explosive Coating I Blueprint,,,,inventory_type
1266,Explosive Coating II,,,,inventory_type
1267,Explosive Coating II Blueprint,,,,inventory_type
1272,'Basic' Layered Coating,,,,inventory_type
1274,Layered Coating I,,,,inventory_type
1275,Layered Coating I Blueprint,,,,inventory_type
1276,Layered Coating II,,,,inventory_type
1277,Layered Coating II Blueprint,,,,inventory_type
1282,'Basic' Kinetic Coating,,,,inventory_type
1284,Kinetic Coating I,,,,inventory_type
1285,Kinetic Coating I Blueprint,,,,inventory_type
1286,Kinetic Coating II,,,,inventory_type
1287,Kinetic Coating II Blueprint,,,,inventory_type
1292,'Basic' Thermal Coating,,,,inventory_type
1294,Thermal Coating I,,,,inventory_type
1295,Thermal Coating I Blueprint,,,,inventory_type
1296,Thermal Coating II,,,,inventory_type
1297,Thermal Coating II Blueprint,,,,inventory_type
1302,'Basic' Multispectrum Coating,,,,inventory_type
1304,Multispectrum Coating I,,,,inventory_type
1305,Multispectrum Coating I Blueprint,,,,inventory_type
1306,Multispectrum Coating II,,,,inventory_type
1307,Multispectrum Coating II Blueprint,,,,inventory_type
1315,'Basic' Expanded Cargohold,,,,inventory_type
1317,Expanded Cargohold I,,,,inventory_type
1318,Expanded Cargohold I Blueprint,,,,inventory_type
1319,Expanded Cargohold II,,,,inventory_type
1320,Expanded Cargohold II Blueprint,,,,inventory_type
1333,Reinforced Bulkheads I,,,,inventory_type
1334,Reinforced Bulkheads I Blueprint,,,,inventory_type
1335,Reinforced Bulkheads II,,,,inventory_type
1336,Reinforced Bulkheads II Blueprint,,,,inventory_type
1351,Basic Reactor Control Unit,,,,inventory_type
1353,Reactor Control Unit I,,,,inventory_type
1354,Reactor Control Unit I Blueprint,,,,inventory_type
